name;ctrl1-01;rnase1-01;ctrl2-01;rnase2-01;ctrl3-01;rnase3-01;ctrl1-02;rnase1-02;ctrl2-02;rnase2-02;ctrl3-02;rnase3-02;ctrl1-03;rnase1-03;ctrl2-03;rnase2-03;ctrl3-03;rnase3-03;ctrl1-04;rnase1-04;ctrl2-04;rnase2-04;ctrl3-04;rnase3-04;ctrl1-05;rnase1-05;ctrl2-05;rnase2-05;ctrl3-05;rnase3-05;ctrl1-06;rnase1-06;ctrl2-06;rnase2-06;ctrl3-06;rnase3-06;ctrl1-07;rnase1-07;ctrl2-07;rnase2-07;ctrl3-07;rnase3-07;ctrl1-08;rnase1-08;ctrl2-08;rnase2-08;ctrl3-08;rnase3-08;ctrl1-09;rnase1-09;ctrl2-09;rnase2-09;ctrl3-09;rnase3-09;ctrl1-10;rnase1-10;ctrl2-10;rnase2-10;ctrl3-10;rnase3-10;ctrl1-11;rnase1-11;ctrl2-11;rnase2-11;ctrl3-11;rnase3-11;ctrl1-12;rnase1-12;ctrl2-12;rnase2-12;ctrl3-12;rnase3-12;ctrl1-13;rnase1-13;ctrl2-13;rnase2-13;ctrl3-13;rnase3-13;ctrl1-14;rnase1-14;ctrl2-14;rnase2-14;ctrl3-14;rnase3-14;ctrl1-15;rnase1-15;ctrl2-15;rnase2-15;ctrl3-15;rnase3-15;ctrl1-16;rnase1-16;ctrl2-16;rnase2-16;ctrl3-16;rnase3-16;ctrl1-17;rnase1-17;ctrl2-17;rnase2-17;ctrl3-17;rnase3-17;ctrl1-18;rnase1-18;ctrl2-18;rnase2-18;ctrl3-18;rnase3-18;ctrl1-19;rnase1-19;ctrl2-19;rnase2-19;ctrl3-19;rnase3-19;ctrl1-20;rnase1-20;ctrl2-20;rnase2-20;ctrl3-20;rnase3-20;ctrl1-21;rnase1-21;ctrl2-21;rnase2-21;ctrl3-21;rnase3-21;ctrl1-22;rnase1-22;ctrl2-22;rnase2-22;ctrl3-22;rnase3-22;ctrl1-23;rnase1-23;ctrl2-23;rnase2-23;ctrl3-23;rnase3-23;ctrl1-24;rnase1-24;ctrl2-24;rnase2-24;ctrl3-24;rnase3-24;ctrl1-25;rnase1-25;ctrl2-25;rnase2-25;ctrl3-25;rnase3-25
HMGB1_HUMAN;20170.401;37365.446;62913.202;36271.104;47206.926;1132885;860929.039;939658.622;408867.055;10315397.68;1538849.625;778076.203;3032777.396;4415986.15;3522407.25;4950964.61;4315829.1;13028991.38;15243558.45;18337208.63;15432678.82;22056667.27;16960050.76;33653595.4;24596979.68;9221825.057;13805627.41;10475860.25;7715226.656;25200790.88;34277279.52;6488266.8;8140099.4;14090461.1;8987565.7;18674908.9;7271930.487;1549952.78;3176707.58;2590236.4;2607929.2;3001391.04;852534.33;154389.7;4019903.7;2341768.1;547748.08;2458069.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RL18A_HUMAN;19385.6;2958.86;18827.3;3429.38;20716.8;7983.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;342283.6;491909;347361.3;341144.1;469226;900760;73048.5;119365;43665.1;93501.4;57092.5;101052;210156.8;508113;207461;535972;203715;95418.6;245295.1;528920.5;154465;580661.4;203041.9;594777.2;722860.4;1048676.5;696627.2;1161507.5;743413.3;1289032;586955.33;789670;569757.53;1025797.2;567917.43;1135684.7;1403830.45;956360.84;1862210.66;1011742.44;1602890.62;1123820.81;5480481;832253.614;5404485.9;935967.171;5948977.1;1180196.02;14048035.61;1467073.382;12038683.37;1677104.315;10760698.79;1797976.775;14628320.84;1317081.159;17389704.29;664954.459;17009476.03;789288.797;19346445.78;539521.35;17929734.26;727624.83;14188054.8;754912.393;25920480.7;852307.68;21072124;1403651.89;22020098;1037706.02;18340072.5;728284.646;16127928.2;650856.489;16967387.3;1115313.07;8414453.469;837586.504;8664576.26;844135.745;8735290.6;527843.148;4145329.81;1582100.61;3915345.83;1129996.8;3098564.42;648336.389;1452134.91;1104076.918;1357198.9;904245.75;902662.04;595909.46;1162792.015;13832995.09;1612256.916;2322542.12;1289313.575;4054983.15
THIO_HUMAN;18763.254;59548.1;48678.663;77102.87;59673.6;556637.9;334261.62;303563.47;202927.785;2856359.1;388899.04;245031.276;1733796.3;3135689.5;2298146.8;3367314.1;2087591.8;7015681.8;7633122.2;8439503.2;6053889.5;9624430;6300037.7;13237655;11984205.4;1013842.64;3157980.5;6611995;3097868.21;11662196.2;9787772;1130201.2;1095939.6;5789393.3;1008913.4;6299348.8;8668981;1374390.6;1115223.5;1008578.3;816189;1336655.6;181225.4;35580.26;2000437;1508313;157777;1534229;431891.31;287928.8;351985.87;300957.02;491170;834584.67;290272;209957;167129.4;248627.9;265922.5;253874.3;60642.8;35252;63980.9;78452.2;74808.7;7204;264543;249716.1;287083;377074;303860;323001;33649.5;20674.5;42431.3;37442;45623.1;36489.4;15672.6;12319.8;19227.5;13788.6;16349.2;16797.5;0;0;0;0;0;0;6336.52;890.921;6435.05;3464.64;8388.1;2738.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANXA5_HUMAN;18130.82;12337.931;21271.655;12290.986;22893.34;1027894.8;56534.475;35994.299;49862.528;2407164;122206.47;41426.797;872167.183;1131351.01;919838.14;1318514.677;1577487.461;10066144.84;6370146.291;5470777.819;7166847.636;7011368.052;6577284.058;26194073.31;11421889.51;2277010.567;2083709.663;9562260.57;3459895.73;22225031.06;26200190.05;3610359.434;3321729.086;12499972.38;3870288.649;16771702.16;16975231.8;2535855.378;2052305.218;1873568.454;1728137.438;2802033.22;631505.8;296123.902;6771194.23;4465490.45;385291.203;4559620.98;225087.78;151891.82;191315.52;221076.4;485068.9;301084.9;180159.3;110419.7;92679.5;137237.6;153833.5;115730.3;15766.63;9420.38;24520.11;26152.89;21895.39;724.94;3225.39;3182.77;2404.84;3362.7;2519.84;2390.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RAB10_HUMAN;16815.07;38652.8;19573.02;36131.7;27966.5;100650.3;14143.33;12083.9;14901;193568.3;12557.37;10836.21;8873.92;12635;11818.2;11897.7;14149.6;96986.1;1168.66;1101.82;1104.93;4055.47;1379.7;8236.24;82494.7;8903.55;12647.2;34578.4;23350.4;84796.5;0;0;0;0;0;0;0;0;0;0;0;0;153425.787;80157.266;1516282.7;1887526.8;160158.117;1470852.8;174445.2;142535.3;138086.5;124934.4;228158.7;228826.7;1513898.83;1107562.69;715683.76;1031904.64;1021524.59;1054500.87;284025.06;279111.12;262785.39;262426.68;251638.5;44236.5;646147;722558.971;557778.117;721090;682323.817;704645.826;787806.003;928381.024;1072060.331;1129617.84;982605.84;1177959.977;217432.3;173930.1;225122.5;280253.3;225134;242908.6;160111.83;87597.4;181862.26;109459.98;161267.73;105900.2;85855.6;32867;98028.8;53599.1;114529;50452.3;118405;31419.6;115786;42114.9;99352.6;41454.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10175.2;865.96;13374;640.37;11414.3;969.746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANXA2_HUMAN;16658.121;26769.325;28028.055;22093.281;38513.128;2626342.7;135202.237;76587.871;132651.864;4979436.15;204969.165;124941.812;1968116.52;2622569.612;2783008.723;3397211.936;3767744.054;27838036.44;11804274.13;8177468.34;13871258.7;9525418.5;9504290.574;61651059.2;32227387.7;13956987.12;10962282.58;28052264.98;10301463.34;70212171.19;60517939.4;9699080.72;9952623.58;55703982.6;10300649.99;38421268.1;216501965;52781423.4;26167816.9;24277887.84;19190697.83;42449524.13;15924164.78;8948464.95;146885709.6;109176483.5;13169891.04;102600750.9;26880659.07;11167722.34;18170184.96;19145314;38771009.38;34613598.36;36775506.1;14635116.1;17252020.3;18243611.7;28185816.5;15346768;10596080.9;5587076.5;15350112.7;14297997.1;12894119.8;964829.51;2640735.7;1568299.64;3029034.2;3053192.3;2707970;1398745.08;1720282.25;745463.33;2089560.45;1578936.38;1316288.89;1426673.23;266547.8;148020.7;331968.3;327313.3;382926.1;258732.4;280268.05;206700.558;363813.09;247308.68;403485.87;232373.887;181930.34;110521.67;227668.44;130405.3;271748;134044.06;587146.89;148127.051;444466.24;179790.85;422652.57;196311.225;747168.81;999669.38;716703.76;169889.906;886172.59;213136.161;342424.05;135360.84;268970.36;247851.39;359710.8;366924.22;652121.04;228370.69;323323.49;400551.208;416737.83;237063.33;515605.19;151338.236;459289.06;150751.865;384226.92;392964.05;160546.75;55815.334;105988.509;108293.466;135723.58;57442.13;86799.889;117511.63;60785.29;82607.53;66832.125;35558.34;185754.17;230047.85;94920.969;127176.938;75082.301;71595.48;91882.295;263722.607;109669.002;136752.657;81455.624;99271.23
TAGL2_HUMAN;16617.353;34050.127;43042.267;44445.044;34277.644;533784.33;196768.608;192757.053;123835.857;2943924.542;354122.084;154835.299;674302.29;1299120.5;790600.13;1332453.201;971070.977;3506256.983;6227677.88;5533752.39;4689224.104;6773709.15;5134887.576;9793355.97;12051217.55;1433139.813;3638542.853;7242778.151;3779640.89;14478348.89;6106870.233;795031.279;812869.655;3205105.48;972336.75;4140322.965;2098308.9;465818.04;411808.82;507843.66;423331.93;726537.56;47910.296;12808.62;429357.18;318541.75;31727.93;319953.05;28403;20227;28105.6;25363.3;58951.9;35419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PAIRB_HUMAN;16589.349;84977.427;29957.23;90523.355;37406.9;2184302.52;40361.26;348349.398;75364.262;7704511.4;59169.92;360752.15;148220.615;5422298.139;298947.426;6653638.468;364820.478;26215453.27;881317.303;19831164.4;832482.013;25981977.9;1015274.08;50012003.7;1184236.51;9049931.49;924104.68;38170020.8;730066.43;68893351.1;3444000.966;15553235.84;1054282.82;28559333.79;856736.411;41975974.53;9270047.01;11500974.02;3653338.96;21072364.08;4167432.556;19952941.19;3663303.63;1035925.944;11255870.26;9273548.7;4293706.09;10190761.52;3751064.3;1164662.9;3686310.7;1157857.82;4963628;2269587.7;12457784.5;1646206.67;8731492;2363902.8;10948275.3;1780705.5;6698722.9;642768.9;6647330.2;920215.77;7406796.5;385563.8;12489060.9;1111317.62;10389807;1778552.81;13586757.3;1441278.44;10889534.4;890154.18;13093586.9;1171415.8;11915910.7;1118662.38;3610169;288609.79;4120592.7;378458.43;3909687.9;412486.41;3036151.833;253105.57;3802999.12;304894.12;3872348.045;325475.62;2593077.52;81575.75;3207477.8;118420.17;3455723.66;101339.35;2643901.21;95002.297;2607994.43;135895.69;2325765.55;101162.086;10896427.76;84876.74;13314653.13;74273.95;13092274.29;81331.344;24508728.49;85041.28;21747132.93;118222.382;18116264.64;82010;13748802.41;44352.873;11732158.78;97294.24;11522600.57;72017.956;4449769.4;12779.594;4333306.5;19528.366;4440938.6;24245.339;1983967.94;17143.486;1916081.43;20252.434;2129277.95;8081.419;1687663.61;129873.321;1448226.95;79925.281;1153621.75;51290.78;1426610.09;232055.91;1291340.39;209670.92;910680.68;110861.91;402511.3;244330.52;555246.15;74416.006;494714.42;73335.46
IF4B_HUMAN;13982.872;21414.05;31366.156;16526.101;31710.547;1008320.65;38819.167;35584.02;32125.536;1862305.67;61993.998;35483.174;124300.877;220557.788;192355.12;282653.416;226340.358;2420635.96;2272234.75;4016351.389;3613563.87;5094031.459;2888678.77;22322512.37;3231616.57;1533954.63;2218322.02;4259227.76;1031608.33;7318294.085;12619573.08;16507177.86;11330615.71;17962370.52;9910101.77;22708722.54;31635882.22;12063397.75;19770622.96;21573848.84;18633289.56;19310224.92;10590171.24;1522798.151;16247524.48;7095056.762;12574947.38;8022853.026;1386755.44;420349.34;1663791.28;726934.06;1843036.95;811015.99;1646646.37;538339.22;1609370.08;1024383.75;1912133.43;719072.76;788889.832;278126.723;1056510.311;518915.304;878463.867;246591.075;166197.72;128811.201;174493.87;187080.93;212648.47;132039.02;16703;7461.95;16243.7;11566.8;20189.3;10413.1;0;0;0;0;0;0;14127.5;7603.02;11046.3;8140.74;15007.9;8556.86;0;0;0;0;0;0;0;0;0;0;0;0;5445.91;1345.82;5688.62;695.545;3379.11;1086.92;130888;9846.85;192663;5386.69;179803;8553.32;357972.36;33874.574;373116.2;27696.562;356428.39;28462.197;467963;38402.6;435202;41758.4;531876;44879.4;0;0;0;0;0;0;10574.8;9141.45;6593.42;4815.6;7369.81;3902.99;4456.65;9224.85;5095.17;5798.79;6215.33;2976.2;0;0;0;0;0;0
RS16_HUMAN;12925.4;3875.17;15202.3;4003.64;21054;9948.7;0;0;0;0;0;0;0;0;0;0;0;0;19413.22;20098.2;18791.74;26772.12;16544.58;157072.6;13346.7;7906.91;1126.21;24004.6;2683.3;43770.2;83050.3;16493.4;7262.21;182549.12;6879.5;114995.42;319457.3;109809.08;19999.95;52065.89;20983.87;67261;15617.71;30076.95;230601.2;516680;11432.11;417639.7;951710.2;2779037;797791.3;1972516.4;1254524.4;3795446;1191661.9;3013790;591697.6;2306500;874842.6;2165516;901358.13;3279743.4;994545.4;3892181.6;1076766.22;594814.62;858533.7;3199587;652946.7;3410702.5;901159.4;3313947;737748.3;1982547.46;812191.65;2288628.94;698381.8;2441874.94;795921.8;1902719.9;840184;2725686.9;904297;2635764.5;1938576.3;2245305.9;2632535.6;2919494.7;2322701.1;2829851.5;5165942.18;1123851.48;5260630.54;1562133.99;5787218.9;1599364.74;9445179.13;1171941.07;8200648.09;1742380.711;7420303.92;1595904.844;7826498.2;999673.105;8523298.33;768899.354;8422866.4;829729.37;12389244.82;429775.398;11715771.8;661402.124;9438809.44;766732.185;10138347.63;415753.677;8751459.789;647421.75;8912369.483;497350.656;7374560.52;353262.762;6834586.52;288724.14;7120706.46;429625.645;3169581.83;300998.005;3740445.71;340595.05;3624759.43;266569.151;1315109.62;410492.118;1317524.97;333621.135;1069921.781;234728.001;1427883.3;1081275;1373504.442;835635.75;986713.904;657667.23;718631.34;7545052.68;1101267.384;1343528.33;807303.55;2656202.05
RS28_HUMAN;12487.351;44692.749;26602.191;55570.782;24217.936;190139.78;41748.765;44038.415;30849.523;357170.64;34923.48;46352.751;322593.48;765297.71;423564.205;920135.63;358144.48;1627247.79;1172415.98;1553230.68;780159.84;1638149.92;885828.992;1778211.18;1039916.9;106156.03;351767.46;804119.2;349078.39;1215428.4;1267154.3;142119.29;192625.11;427586;172419.31;691058.4;1082152.4;288228.398;457017.74;366120.75;464566.24;542129.38;11868.9;2816.39;165331.1;69982.3;8686.5;83383.7;0;0;0;0;0;0;251263.4;127982.8;154583.5;101039.3;179682.4;107970.8;119009.3;49009.2;118933.3;70649.5;128846.7;31859.31;84298.9;36844.1;60984;50650.8;87367.9;47163.9;86318.7;64083.7;97166.7;91215.6;82968.1;100475.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CALR_HUMAN;12423.045;16331.423;37383.794;6222.289;32477.22;1371310.7;321644.791;144235.513;283831.524;8514690.4;867394.46;251660.952;5288905.27;3786562.757;5522738.575;3855800.68;10262948.03;28538291.9;12822313.85;6154041.9;15467991.57;8045342.938;13918637.39;34455802.68;78957077.66;6751727.938;15926937.8;28387179.63;16726809.91;64771192.31;105638564.1;10300964.98;13422458.57;52055666.84;11959628.5;77782097.04;79871107.81;6316756.134;7886514.176;9295749.63;6692799.077;8573695.9;1346776.979;499074.85;23272045.22;21878013.4;948474.79;22379702.54;1881899.248;1610150.97;2235954.908;1798284.38;3460372.393;2627687.13;612399.66;529918.17;463141.95;775515.61;591285.45;510462.41;1642348.2;1540261.59;1799279;2920570.49;1771060.81;320659.612;232050.28;257163.2;248644.72;439436.1;295134.59;324672.69;52233.63;66201.27;64214.86;82499.69;60831.26;80832.99;62823.84;56679.13;74667.3;83382.7;67433;100116.09;33934.8;25757.1;38816.3;45480;50198.5;46113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10112.6;29554.5;18663.5;14064.9;12356.7;17417.1
RL6_HUMAN;12376.2;4965.44;16206.3;3794.12;14127.4;31454.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17033.9;6336.56;2410.89;98798.8;3168.35;44696.6;0;0;0;0;0;0;50562.88;85330.48;447152.5;1456469.2;60804.52;1218135.2;322695.8;605183.9;336668;752303.9;436150.3;1282970;2260555;5212074.9;1499850.8;4497143.5;1839119.9;4313919.5;1008020.2;2966727.8;1059401.2;2994647.3;1068825.1;772582.73;1449520.45;5263729.9;998009.88;5559747.4;1505246.43;5966006.2;1639377.86;3946802.4;1916727.45;5244612.2;1750370.14;5569401;1080042.97;1345347.3;1061753.28;2181484.15;1126331.71;1934630;8188034.63;3022651.025;12045896.43;3120977.79;10147972.34;3160877.88;17481356.96;1564878.8;18439701.05;1593969.95;20636366.18;1881227.381;42544131.8;2448757.5;31186778.75;3026847.648;29834994.92;3385006.729;47578601.5;3571413.068;51636532.25;1546575.48;53439990.23;1785335.888;68955626.52;1600763.191;66366743.34;2609348.808;57679368.34;3159296.246;31591826.29;1123089.125;25394704.42;1602798.052;25416340.86;1166008.23;42399509.58;1316370.48;35016479.49;1244884.94;39148406.29;2182994.25;11972697.59;1408707.003;13716713.04;1411227.32;13062352.45;718869.392;10403562.33;4046382.783;10236908.48;3275525.706;7833113.08;1319748.95;6709185.4;5044457.133;6262604.25;4033003.921;4288012.3;2108734.192;4313322.923;44855877.85;4958794.036;6437913.685;3900926.243;10740013.94
PTMA_HUMAN;11330.34;7109.8;64612.181;6513.39;27648.571;90728.87;115970.9;36646.47;70004.5;448649.34;149885.807;30176.8;311606.85;160291.71;402482.58;199377.82;400225.02;684251.06;472262.6;278662.1;375025.4;412805.5;606641.4;619778;276838.7;164498.1;330389.4;488244.8;230257.2;570072.8;342746;35334;41332.1;251499;37603.3;248780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH10_HUMAN;10850.054;31957.545;28253.09;53905.225;39100.902;918449.6;61923.147;58109.566;52167.036;2538939.1;62879.58;61703.931;593395.2;1132828.89;784081.2;1260159.67;1039908.69;12221955.2;3556124.3;4203520.8;6700280.8;4762473.4;4156677.3;26896544.8;15459779.2;4113268.06;6957703.3;12036709.9;3545876.68;18204108;41895129.6;13854347.6;17257401.9;36049541.2;17258257.1;37591311.8;105912770.5;21255935.48;31409528.9;35580429.93;30496130.26;46908955.65;19255429.5;2075843.75;43787771.8;30569866.4;20454870.4;31416050.6;7611496.9;5097484.52;8820291.6;7980932.5;11876665;10784955.2;4112587;2305803.9;3046220.1;4285757;4144034;2729809.2;1222985.6;863815.3;1608337;1843872;1360406.8;361848.3;488695.5;528725.6;513545.8;1043080.9;650993.1;619290.6;173544.1;122881.8;201449.3;199762;176970;172315.4;120928.2;93589.9;143355.6;164811;139189.6;127789.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9443.83;21436.18;16205.92;8426.94;11225.75;9509.53
HNRPU_HUMAN;123166.896;8726.286;121454.669;13419.524;166212.35;776750.31;25644.232;12747.712;38348.274;3024203.4;24928.956;13824.763;184078.978;252627.202;299767.235;285689.795;276259.991;14535522;594554.816;1834728.92;516013.171;1800321.64;703447.782;39445558;1012649.42;8048179.23;255596.109;10652796.4;312047.175;24095612.1;1623303.76;9920145.69;719725.368;94957348.9;390877.603;47072854.5;3057479.19;26057614.9;460377.148;25925618.2;494481.994;27587932.7;454158.295;3565702.7;4478843.27;94004030.2;1052745.28;94965451.2;1196806.34;7672013.88;1259023.02;9887314.06;1884403.43;18367617.7;3135193.71;11691818.8;1869994.63;17457642.7;2419603.48;13950037.4;2233500.67;7734641.9;2464026.95;13963391.8;2691061.34;2039731.48;2723952.92;5322419.2;2026669.51;8494849.87;2952927.28;6145844.25;3529526.41;3154892.61;3975864.76;4515373.02;3736728.15;3852352.89;2335263.3;885354.893;2435311.13;1311437.75;2587192.17;1187947.86;13213981.9;1029804.6;18539503.2;1076230.43;16346335.5;1035687.8;49626260.2;716290.29;51875255.1;941595.205;58851656.3;905743.239;63850508.2;800351.634;60996536.4;1008088.1;52809445.8;828258.514;28892728.2;466480.965;28687689.9;427588.901;25979504.1;374741.558;24957744.2;222871.462;23275930;438781.476;18984236.8;262544.184;17579883.3;231827.174;16012193.7;419811.678;15326094.2;259636.744;8723476.4;135804.131;8636558.57;175080.153;8687329.92;159421.906;4059823.26;216646.643;4259333.83;193825.45;4496292.69;128807.699;1146112.85;178673.319;1025763.17;93532.114;860764.59;67807.1;1713444.68;640084.229;1749711.89;481932.734;1442620.22;310382.926;1549621.67;2500803.66;2518153.9;622594.917;2004140.99;869422.455
GRP75_HUMAN;9867.68;11945.32;12813.2;9124.825;26263.01;1117093.49;42227.253;27470.662;56000.196;4154259.07;60628.926;28692.957;668482.604;771579.301;1048263.099;693449.653;1386069.314;11882935.66;7376033.531;4711800.302;14024803.99;5384667.206;8495420.843;44234173.94;28465948.36;5523649.729;6264956.724;12010535.67;4589048.291;24894965.27;51877102.06;6101991.845;7227500.82;54892413.61;6329771.342;28602162.88;156825172;26904217.09;15160395.4;19629896.98;14744787.57;25355763.86;13471097.31;4222606.198;117099044.7;111538967.6;14170971.28;101478824.1;32296095.81;26739913.54;39033997.27;27553150.69;50505238.38;63898447.25;78425376.99;45991297.5;42505252.67;58328274.88;58772736.12;49928112.73;32973068.16;27671097.81;34183150.8;42436232.84;36230752.5;6926065.792;16368290.52;15312097.85;13059567.78;20186178.51;18011427.59;17490106.23;15893160.4;13987552.78;18802735.64;19012887.63;17724440.9;17791922.34;5592731.626;4334788.812;6140550.063;6999056.72;6425768.7;6318187.586;4108808.085;2557355.279;4545309.05;3587254.911;4943205.17;3325473.102;2729093.234;1026353.897;3193742.115;1638526.547;3759442.877;1541064.324;4219727.29;1252954.641;4939881.99;1874473.014;4155973.24;1526925.162;2946736.39;740083.3;3071036.73;686397.007;2858625.754;672380.233;3484598.992;305117.261;3244475.57;619215.427;2625393.63;497035.757;2908423.188;306263.125;2698469.849;564672.528;2593818.882;403191.349;1905008.98;201548.915;1943365.2;210865.746;1829693.65;271435.26;1094734.26;163742.889;1017895.079;207453.404;1167319.393;134851.132;540884.325;303778.447;502209.341;165071.379;498410.621;132054.445;712804.4;740000.689;673493.934;420288.957;654564.961;350648.105;326521.856;1193440.42;461392.731;386941.86;375857.907;547785.968
RANG_HUMAN;9761.66;28398.7;36431.44;29126.82;30135.19;252864.7;16640.364;15876.74;10654.54;240279.6;37812.05;14812.543;151756.589;232758.03;183583.51;224888.14;220103.31;828481.34;687074.82;886494.88;757994.74;1141518.11;832065.04;1982492.4;968832.9;168580.97;361292.56;585545.2;310682.44;1394397.7;1932444;401493.2;347452.9;1181089;350951.3;1598606;82651.6;11081.6;22388.3;16989.6;15363.9;21419.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCN1_HUMAN;9526.83;7942.83;33977.71;4429.445;20256.88;142346.7;70067.116;25193.462;46592.518;510019.02;149016.55;26552.015;390581.79;212966.37;393513.74;211416.78;573457.9;988839.6;3883006.2;1482209.65;3440440.9;1832191.21;3880302.6;5703766.4;5548634.9;525268.22;2402792.4;1957148.75;1792682.5;3770885.2;8466801.7;1371563.5;1542584.8;5063495.7;1207578.4;6657105.7;3137396.9;892447.69;889038.77;1033823.56;592789.74;1293343.1;248160.18;109475.76;1844296.9;1977976;172557.59;1928060.6;265453;383768;280102;362865;424855;646396;154597.9;184025.8;82046.1;164620.3;125166.6;145271.2;127332.1;178933;135575.8;250750.8;141606.7;48775.5;506227.8;838257.3;424698.91;945931.8;534537.8;952501.1;478255.16;663903.8;528119;823586.7;501107.84;873448.4;206387.9;287371.2;218403.4;435218.9;224558;433210;150813.2;200227.5;185619.8;302618.2;199348.8;287473.9;135987.5;127760.7;171022.5;192527.6;182048.9;201394.6;143231.88;61187.28;127066.64;106179.55;126693.14;102983.44;69481.2;33901.7;66421.4;33582.4;58145;32890.7;209098;37382.7;234135;64787.1;182356.1;63827.4;84632.6;12342.54;74363.5;24881.95;73563.5;15906.34;54375.9;6779.65;50847.7;7957.6;52532;11821.9;19936.7;4352.97;24044.5;7437;24958.5;4206.9;18938.9;16834.7;18273.3;11994.4;18410.5;8398.66;12771.27;24051.07;12410.89;20187.66;7575.45;12062.53;8033.017;96963.4;11326.84;23965.7;9652.386;39200.15
