name;ctrl1-01;rnase1-01;ctrl2-01;rnase2-01;ctrl3-01;rnase3-01;ctrl1-02;rnase1-02;ctrl2-02;rnase2-02;ctrl3-02;rnase3-02;ctrl1-03;rnase1-03;ctrl2-03;rnase2-03;ctrl3-03;rnase3-03;ctrl1-04;rnase1-04;ctrl2-04;rnase2-04;ctrl3-04;rnase3-04;ctrl1-05;rnase1-05;ctrl2-05;rnase2-05;ctrl3-05;rnase3-05;ctrl1-06;rnase1-06;ctrl2-06;rnase2-06;ctrl3-06;rnase3-06;ctrl1-07;rnase1-07;ctrl2-07;rnase2-07;ctrl3-07;rnase3-07;ctrl1-08;rnase1-08;ctrl2-08;rnase2-08;ctrl3-08;rnase3-08;ctrl1-09;rnase1-09;ctrl2-09;rnase2-09;ctrl3-09;rnase3-09;ctrl1-10;rnase1-10;ctrl2-10;rnase2-10;ctrl3-10;rnase3-10;ctrl1-11;rnase1-11;ctrl2-11;rnase2-11;ctrl3-11;rnase3-11;ctrl1-12;rnase1-12;ctrl2-12;rnase2-12;ctrl3-12;rnase3-12;ctrl1-13;rnase1-13;ctrl2-13;rnase2-13;ctrl3-13;rnase3-13;ctrl1-14;rnase1-14;ctrl2-14;rnase2-14;ctrl3-14;rnase3-14;ctrl1-15;rnase1-15;ctrl2-15;rnase2-15;ctrl3-15;rnase3-15;ctrl1-16;rnase1-16;ctrl2-16;rnase2-16;ctrl3-16;rnase3-16;ctrl1-17;rnase1-17;ctrl2-17;rnase2-17;ctrl3-17;rnase3-17;ctrl1-18;rnase1-18;ctrl2-18;rnase2-18;ctrl3-18;rnase3-18;ctrl1-19;rnase1-19;ctrl2-19;rnase2-19;ctrl3-19;rnase3-19;ctrl1-20;rnase1-20;ctrl2-20;rnase2-20;ctrl3-20;rnase3-20;ctrl1-21;rnase1-21;ctrl2-21;rnase2-21;ctrl3-21;rnase3-21;ctrl1-22;rnase1-22;ctrl2-22;rnase2-22;ctrl3-22;rnase3-22;ctrl1-23;rnase1-23;ctrl2-23;rnase2-23;ctrl3-23;rnase3-23;ctrl1-24;rnase1-24;ctrl2-24;rnase2-24;ctrl3-24;rnase3-24;ctrl1-25;rnase1-25;ctrl2-25;rnase2-25;ctrl3-25;rnase3-25
LETM1_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;3705.09;4903.07;5767.42;7413.42;5836.14;57114.1;210991.32;243502.5;218812.74;352328.07;218873.12;1770048.34;316847.35;284293.01;178707.35;397068.983;110016.89;1356843.2;1198012.11;423478.13;221154.48;1767618.68;251772.89;1247991.39;2577877.96;928897.56;361952.336;543412.067;324872.545;849020.02;678919.428;446871.407;3562981.89;3658058.1;860154.11;3111364.8;426920;297967.1;332291.7;289532.3;645648;743641;3702857.65;3382197.7;1846969.87;2899004.44;2279744.43;2907029.64;710629.76;372748.29;731358.4;511018.08;759599.02;141860.04;583610.74;351961.819;459953.412;397642.81;514417.988;398036.29;346032.77;175977.65;421521.84;252805.66;347439.91;262044.63;38477.57;33141.45;42356.4;35511.11;62851.4;52105.46;31514.7;10890.85;34017;14187.02;37573.3;18344.44;39355.1;7604.73;46917;14181.82;48028.8;14430.73;140012;17231.35;164079.1;22721.28;137438.5;20915.4;163787.8;11184.53;197425.7;9232.01;159208.8;10916.13;382361.07;10589.29;377300.21;16548.38;332929.96;12758.33;188278.96;4380.82;190935.1;9572.986;189238.66;4693.555;181030.15;1900.849;195635.67;2228.013;197950.87;4148.781;100293.3;1006.05;107731.2;4236.844;117036;1069.915;19672;2503.09;19446;1062.37;17298.5;0;48790;63592.4;43466.2;53596.2;38583.2;30717.6;3462.18;4610.93;3539.76;503.708;2868.06;1841.63
LKHA4_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;3624.84;4694.547;5303.68;5127.46;9104.34;259497.2;93674.833;72516.33;240605.969;93192.57;125076.05;1369147.8;1799837.64;326285.325;297874.36;886103.88;259072.931;1837680.95;6577036.9;558023.25;685237.74;4776839.6;619505.38;3949511.1;14005662.31;1043970.41;973400.724;1041113.33;868860.77;1054889.36;170311.31;53371.9;3791774.1;2704325.6;135108.66;2945394.5;284038.61;179620.9;311131.2;226814.183;586020.7;589556.64;9567.23;5164.96;5837.02;5265.06;6942.08;4588.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LMNB1_HUMAN;0;0;507.439;502.045;1059.19;66870.9;836.011;2293.99;3024.99;423560;2942.88;2355;31368;52975.404;34932.1;49530.231;85867.4;783278.069;53024.8;69198.1;122548;110888;77848.7;728352;972040.51;270606.77;277312.45;849994.6;203028.38;1440429.21;515797.91;64764.218;82673.75;615847.05;65075.17;430524.95;3664732.804;367994.89;324291.053;375834.4;285649.457;320338.258;221383.7;122733.85;2029169.9;2285849.2;210253.3;2008870.9;772743.91;678787.061;916984.385;545863.15;1148341.129;1204671.64;988525.28;788483.99;577779.86;832472.37;770064.79;767037.74;132081.5;147097.89;139233.68;188474.94;154860.07;41713.43;333201.15;446013.4;268561.98;507686.5;333456.44;507431.9;163346.13;194782.42;203497.12;288449.5;207644.22;270454.1;94016.81;108282.38;111350.73;179827.32;120664.96;173296.81;37830.66;34771.33;43674.62;48346.37;47120.29;46319.92;21382.24;13750.28;25040.82;27471.32;30941.69;27593.15;0;0;0;0;0;0;7856.62;2622.3;8816.2;2771.81;7863.58;2512.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LMO7_HUMAN;0;20169.4;2443.16;17992.5;1065.48;137369;8828.25;186239;20438.9;1736010;15251;149422;43588.3;867992.97;67683.1;1209878.59;77915.2;2098679.67;50631.5;695357;91549.9;990132;99373.6;1112640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279669;212301;233697;280257;315981;218308;166924;160529;292422;246897;295214;61454.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14594.35;53645.72;14317.93;2108.842;23670.82;3096.71;86224.84;37029.156;64772.13;124524.87;153359.56;151831.48;291186.88;61682.004;152604.515;149560.149;164413.523;98239.573;45780.789;13199.83;47672.325;8295.584;38372.814;23232.367;9435.57;920.376;3077.5;681.927;5485.05;3027.18;14708.15;13463.65;7554.89;12878.18;13416.17;11781.43;24049.98;15381.71;8596.283;12932.21;6461.144;11380.485;0;0;0;0;0;0
LPPRC_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1137.08;1082.24;759.428;1774.84;724.398;17676.6;0;0;0;0;0;0;677569.041;221666.21;156471.135;6194530.976;196948.093;1037101.623;2961681.9;2613259.61;157551.377;653804.501;312328.33;1055286.85;1246034.357;2404957.064;19846466.38;66304086.71;1256848.071;53218975.55;19619372.44;13451445.66;14671835.16;19554466.33;29734414.77;38309103;32346290.71;12908813.5;14068390.41;17010229.13;22748082.25;16335870.48;6564095.31;3749682.515;7541218.64;8989201.47;7496397.96;621304.257;4680404.72;2790678.76;4489762.41;4222470;4668760.19;3070473.48;2574490.78;1021351.98;3010654.21;1867200.137;2574173.81;1573577.395;535735.89;191716.726;593005.69;338425.37;663341.03;298790.641;1164344.35;191941.266;1550610.92;290397.649;1410915.492;284647.891;2606219.583;123814.398;3229219.11;205262.615;3313052.02;205487.17;4526947.701;173393.139;3916659.201;279173.01;3336714.75;216740.324;2716704.94;120355.392;2824742.52;100745.064;2605890.86;103535.321;3862632.07;41275.674;3480362.06;95950.909;2457653.42;73860.331;2563620.69;38808.126;2111548.63;105881.36;2329852.3;54890.706;1114236.01;13866.475;1070628.93;18220.894;1018160.36;29514.467;693625.69;19105.776;712925.69;33578.237;741029.74;14792.984;125872.407;15895.942;122337.87;11077.001;101480.37;8698.69;63666.88;17103.94;60153.81;10206.5;46466.99;5930.712;62858.8;81211.84;100942.45;22168.384;67982.973;40835.64
LRC47_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35880.2;6854.42;8017.044;38232.4;7883.528;84464.6;10660.79;2662.256;1379.25;25724.74;0;27065.32;0;0;0;0;0;0;6381.95;1116.02;46363.2;30333.85;5947.87;29237.69;0;0;0;0;0;0;184241;21223.5;107724;23094.6;146576;14814.1;91588.22;9412.04;98193.51;69397.3;100655.66;2368.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LRP1_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39009.3;42083.1;23158.1;39882.1;33712.2;53218.4;7873.19;7431.14;6353.66;9104.96;6815.91;9831.79;0;0;0;0;0;0;41452.3;16760.8;20222.8;21434.8;37119.8;26442.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LS14A_HUMAN;0;0;0;0;0;0;850.327;2171.18;715.639;68079.5;984.308;2706.76;0;0;0;0;0;0;4981.97;11980.93;7220.38;15940.45;6789.15;72698.1;3020.11;612.507;728.677;10449.3;792.868;18039.3;44476.3;79745;16993.85;259629;15223.57;270419;112162.1;99644.6;25729.45;122609.53;33698.18;120858.6;9946.13;10332.92;119485.8;256564.4;16957.25;251719.9;12134;10941;17300.5;4745.4;22900.5;16281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4799.11;1208.85;2290.61;0;1767.66;0;0;0;0;0;0;0;9184.14;2151.29;8649.57;614.557;10633.8;2492.52;28046.24;0;25341.5;698.22;22515.9;0;8941.45;333.095;7938.96;0;6728.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LSM12_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;987.692;632.175;997.231;716.612;5120.19;9959.25;10012.5;9496.55;14029;9255.83;35752.1;6246.67;2306.05;2125.93;3258.65;2298.62;8730.77;33727.8;8326.51;5130.2;80205.7;4989.03;29391.3;17043.81;216138.26;42562.425;133367.93;41149.435;216108.71;48105.07;47557.98;326143.4;1076520;54468.8;1002491;656.545;2319.69;2359.47;3200.91;2137.3;8123.9;25232.5;21715.2;17289.2;34445.8;19146.5;32674.1;18584.4;13760.2;14470.8;19470.2;18693.5;4540.28;31535.6;20581.7;24065.9;22757.5;28874.7;17062;14644.8;7534.8;20345.9;11475.1;18875.8;12371.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47027.3;2299.96;37826;0;41312.4;2630.42;36038.4;2620.65;36009.6;843.877;37727.2;2182.92;0;0;0;0;0;0;0;0;0;0;0;0;2864.95;0;3284.88;0;3607.99;0;8367.77;0;12975.3;374.49;10946.9;0;0;0;0;0;0;0;8816.39;3524.14;8008.12;3074.57;6918.18;1004.79;9217.56;12503.7;11588;3496.24;9350.76;4215.09
LSM2_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;401449;67918.6;439159;132419;404623;103045;51738.5;5601.02;58626.6;10268.3;62961.5;6926.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LSM3_HUMAN;0;0;0;0;0;0;393.624;0;0;16213.3;916.598;0;6725.12;6856.89;7545.36;11011.2;9544.62;75496.6;32754.4;40456.2;35252.7;43142;34185.9;191559;82018;27544.6;18696.1;120212;20487.4;143525;330570;52646.1;43561.7;282860;39462.4;297970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177972;7363.25;151884;14744.2;175420;8905.97;123993;2630.06;131738;3106.51;111117;5549.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LSM4_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;975.686;5644.27;2210.06;6184.56;2050.4;98344.1;0;0;0;0;0;0;48994.4;31700.7;5735.1;229798;5756.02;113542;0;0;0;0;0;0;20725;12758.6;138337;270260;18268.1;260173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47404.7;11949;36396.6;15872;42670.7;15420.9;53158.9;3794.63;53699.5;4613.74;46997.1;4109.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LSM6_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14406.4;10477.6;992.563;90476.9;1165.51;77227.1;162275;69027.8;10795.8;91514.9;11409.3;88665.2;16978.3;12460.5;256314.53;499019.09;19098.8;498113.14;12127.1;10515.5;12616.4;9290.96;22248.9;27443.2;0;0;0;0;0;0;0;0;0;0;0;0;103325;6809.58;98931.3;13182;106277;10925;155121;6446.84;176020;14245.1;148170;11303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LSM7_HUMAN;0;0;0;0;0;0;5742.86;4601.34;2984.41;73413.6;8441.01;4873.19;32288.6;61988.1;47644.1;56711;51181;212383;243850;198019;191640;246271;222131;683357;171587;30391.2;34535.5;127042;41064.5;271347;72393.4;25429.6;9315.92;126337;15004.3;99921.2;113676;36730;15269.5;64297.9;9707.29;59139.9;31962.8;22460.2;403144;751685;36201.2;774225;0;0;0;0;0;0;75257.6;29242.6;40760.4;44807.9;49649.9;39676.9;170981;28018.6;165245;60863.4;164953;5937.78;638438;21056.6;477071;45546.4;657882;28858.4;631806;8202.73;663743;21157.1;665761;10132.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MANF_HUMAN;0;0;0;0;0;0;1063.985;2108.483;1203.95;104732.9;2363.7;2846.603;88007.2;127829.1;81265.8;229293.8;120034.8;501025.9;592854.49;975683.14;499647.76;1032199.52;521266.97;1406222.8;582558.9;229912.1;525540.4;571505.8;363446;1470444;696088;180015.4;167159.5;441915.9;194829.4;498781.5;446426;57808.3;134655;85609.7;98988.3;97025.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARE1_HUMAN;0;0;0;0;0;39741.1;3905.215;3681.49;2518.08;220701.39;8351.805;3807.377;82698.15;109823.82;108773.25;113955.99;175271.67;900016.3;148395.05;142021.26;267232.76;192791.49;221532.36;738352.6;2102509.6;328302.604;498565.77;857118.95;465061.415;2268100.7;6494287.8;994748.83;1355725.4;4456610.8;1537803.3;4494062.3;4266529.4;726740.01;561549.29;808749.99;574040.35;880048.69;134723.59;44731.17;1029034;853377;83611.41;909663.5;162029;128616;231871;303225;263468;302217;18851.1;12336.1;8361.22;14997.2;13518.5;13903.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;710.674;6300.54;790.772;3481.93;679.033;1070.22
MAX_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1103.04;346.179;4668.68;0;0;0;0;0;0;0;0;0;0;0;0;11624.5;4402.49;5367.81;10500.2;1572.19;12079.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MBD3_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;424446.89;1662618.9;427075.62;1112555.1;435543.59;249422.09;804094.38;1748695.5;577854.87;2527104.9;836065.35;2586596.2;583708.1;487700.24;632734.1;838221.5;524098.5;911142.3;109687.77;74788.05;119662.67;182151.3;137128.36;160843.4;301543;112557;306649;165324;310825;140473;61931.2;6881.26;71024.6;11922.29;76506.9;10450.96;32838.4;1570.09;32591.26;5267.116;26555.69;2919.83;58557.3;0;63825.9;1212.352;65379.9;634.459;2040704.57;20394;1791550.25;46009.949;1308916.34;27971.127;449085;6202.06;413354.9;12395.44;443849.1;5824.17;0;0;0;0;0;0;74236.4;0;73129.6;3628.63;80349.9;1187.55;30456.7;4123.03;23988.2;1833.05;19586.9;1052.94;0;0;0;0;0;0;19628.52;16275.66;39210.75;4796.98;39292.11;6417.7
MBNL1_HUMAN;0;0;0;0;0;0;4368.01;30575.88;5818.8;577489;7437.4;35124.17;14256.9;207311.9;27346.9;258054.3;52772.8;1123379.8;107654.38;675061;124114.79;911218.6;146073.07;2415283.3;197147.13;100910.87;39381.831;818213.8;79520.18;1398895.2;68983.33;15478.84;7864.243;92844.8;9041.11;132096;283821.6;17889.28;17175.72;25249.03;21148.53;21589.36;12794.729;0;151320.6;35615.74;7205.32;40136.83;103781.4;11473.07;104051.5;14843.63;166971.2;38328.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCA3_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6269.06;17535.7;3249.39;10683.4;3232.17;10668.8;49064.07;74874.57;50044.5;127171.3;40193.69;145535.1;24603.67;28261.41;23859.79;46462.25;26067.64;54694.81;4704.901;6162.77;5399.495;8567.753;4983.67;14286.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2352.65;0;1033.58;0;1068.89;0;5042.9;0;5149.7;0;4935.47;0;57303.65;0;69559.12;776.701;66139.08;992.799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCE1_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;382342.9;17055.85;15092.32;16842.84;16798.19;15576.91;15252.99;5973.57;312659;221336.6;10512.95;189266.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCES_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;387.208;0;344.846;820.196;0;9496.48;0;0;0;0;0;0;5076.496;533.81;680.397;14340.96;462.049;5269.59;125481;239901;24815.1;176548;30812.3;229180;99978.47;39393.05;444464.7;848462;108376.78;842060;129015.7;53215.92;106150.44;77962.98;186082.6;137013.64;318250.4;77717.65;236994.75;151471.46;281650.8;110451.84;299460.8;46780.74;285283;90064.04;310763.3;20092.055;128203.3;15872.59;97142.16;25569.25;150895.7;15526.89;89245.23;19720.01;134016.4;25253.589;112477;27830.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCM2_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19023.95;14659.53;23861.9;30475.2;26088.51;134026;0;0;0;0;0;0;914862.1;84207.5;119569.29;752732.11;113527.832;334365.26;2766060.6;359586.63;256237.72;242562.481;260732.86;283786.05;480678.978;317600.562;4432904.8;6179523.7;409831.669;5175262;2807718.95;3399134.62;2273581.78;1869658.96;3195587.88;3555671.38;25883770.8;19118985.7;13249363.19;12512249.93;17326967.2;12261794.1;11112796.82;9295662.28;10740416.86;14755435.47;11478735.33;2091330.051;11025403.54;6368963.45;7916503.01;9535139.69;10407601.22;9703187.13;3909116.09;2349156.4;3852569.33;3916220.555;3666062.3;3774866.2;1213557.582;785383.39;1330159.86;1740478.06;1267545.677;1299655.153;354696.377;245037.297;403381.19;446795.82;482176.77;302116.14;78421.6;61365.06;129127.1;105093.47;155795.4;83324.34;70513.29;18490.96;103385.47;29030.43;93871.08;25194.09;17071.6;11286.7;16164;9228.72;13976.7;11396.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18984.6;29926.3;23803.6;24991.7;21617.7;18356.2;19195.9;73261;23504.12;22916.27;14102.63;24519.2
MCM5_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117835.49;122893.9;1164282;1906751.6;144677.95;1513229.2;1807657.58;3118596.02;1266387.33;1606349.23;1987261.85;3851585.11;10476058.8;9232705.7;4666257.65;7066009.9;6641076.09;7092278.6;10913519.4;8263871.79;10451456.48;12408627.58;10625795.84;1373951.818;7223374.8;3852356.64;6048525.85;6022533.76;7571510.68;5788105.05;2438364.02;1180932.47;2638361.82;1885295.1;2365256.04;1825608.56;288712.771;182295.13;335331.562;319704.711;321110.128;257202.52;40821.85;19469.849;59997.39;39593.36;57875.824;26403.022;16919.852;5299.34;26541.3;7478.17;23609.141;8045.2;53520.17;6582.03;36625.94;10574.8;38610.796;8944.13;0;0;0;0;0;0;0;0;0;0;0;0;11562.2;684.814;8191.69;1806.7;9586.96;912.564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;405.528;462.33;0;0;0;452.328
MCM6_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8491.78;2204.12;1876.5;7761.57;2370.85;3962.77;134962;31896.8;13513.7;12456.8;13166;16180.9;0;0;15322;15900.5;1350.56;11760.1;907055.2;1248567.8;808765.6;519518.82;1127550.8;1311877.3;14563723.64;19340333.71;6479932.07;7882684.74;8084725.18;8645976.86;24192481.8;21165481.07;24033695.6;36158665.79;26037800.2;4087946.06;14662309.28;9899871.29;11923351.19;14369917.69;15064104.1;14239168.5;4154731.78;2840238.84;4271145.5;4556031.66;3772733.34;4372292.26;356929.335;217429.654;411508.54;496011.502;393670.709;357537.335;79306.4;55435.33;121053.99;115438.84;133837.38;72859.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCM7_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70253.7;11901.3;10853.1;62795;13840;32916.4;391292;48915.11;22815.36;26873.5;34204.4;20382.66;53933.63;57143.71;1381371.2;1137318;55171.837;1038616.42;615110.5;591017;480917;250980.94;784099.8;715212.5;4581901.75;7456836.16;1967216.4;2667905.52;2537537.3;2858321.52;10071630.7;9150276.736;9978731.157;14609365.35;10460149.54;1771279.215;11249080.13;6255531.02;9051473.805;10095591.94;11875702.06;9961071.71;4153297.596;2358543.43;4439843.45;4085109.895;4056104.34;3952309.978;846858;542845.69;950208.03;1034927.52;893405.03;769306.84;171567.1;87776.29;178099.9;169568.7;199287.9;126151.5;58910.78;35943.76;86948.35;58886.09;84909.71;51435.71;20220.64;6506.22;19848.73;10631.32;17787.75;9165.97;15762.65;5017.97;16161.25;3455.897;15944.78;4340.13;29136.79;1738.422;30641.76;6160.98;20502.71;3401.93;0;0;0;0;0;0;3665.7;465.351;4563.1;0;4268.9;769.286;4195.81;733.382;3157.09;0;4528.97;776.344;4295.52;3757.56;3157.54;920.99;3956.28;669.081;5074.55;7059.29;3801.2;5400.28;3599.018;3275.549;9531.52;29637;12928.09;14615.94;10124.62;12490.42
